,ASYS,CCGI,GE,PCRFY,TSLA,Volume,ElonMusk
400,4.36,0.2,25.47,10.28,247.57,4407615.0,0.0
399,4.63,0.22,26.82,10.58,246.15,3684490.0,0.0
398,4.63,0.2002,27.29,10.465,241.46,5234679.0,0.0
397,4.75,0.1751,27.77,10.75,231.96,6804433.0,0.0
396,5.08,0.2145,28.03,11.01,226.72,6125994.0,0.0
395,5.21,0.2166,28.07,11.22,220.69,6153754.0,0.0
394,5.22,0.22,28.09,11.23,215.58,3816171.0,0.0
393,4.81,0.2198,27.87,10.99,219.25,5168162.0,0.0
392,4.9,0.1621,27.6,10.73,216.88,3094436.0,0.0
391,4.98,0.19,28.03,10.94,221.31,2835920.0,0.0
390,5.25,0.2,28.98,10.91,227.01,4327574.0,44.0
389,5.31,0.2,28.99,10.81,228.1,2506836.0,0.0
388,5.24,0.18,28.78,10.755,213.03,14877020.0,53.0
387,5.2,0.1899,28.85,11.145,210.09,4177956.0,0.0
386,5.27,0.18,29.58,11.24,211.72,2818801.0,0.0
385,5.58,0.1661,29.51,11.23,209.09,4226411.0,0.0
384,5.52,0.1796,29.55,11.73,215.26,3388227.0,0.0
383,5.45,0.1652,29.46,11.49,210.35,3512832.0,0.0
382,5.47,0.1778,29.39,11.52,212.96,2726880.0,0.0
381,5.2,0.1793,29.34,11.77,211.63,1794743.0,0.0
380,5.15,0.19,28.92,11.71,206.93,4432433.0,46.0
379,5.21,0.1999,29.4,11.78,213.79,3924514.0,0.0
378,5.29,0.19,29.59,11.75,208.35,8065091.0,0.0
377,5.365,0.1699,29.54,11.64,231.63,12713530.0,0.0
376,5.4,0.17,29.64,11.5,231.77,4494944.0,0.0
375,5.4,0.165,29.92,11.37,232.36,2444264.0,0.0
374,5.54,0.165,29.75,11.4,225.33,3846179.0,0.0
373,5.4,0.18,30.12,11.61,216.5,4612408.0,0.0
372,5.385,0.1901,30.67,11.398,219.08,3337501.0,0.0
371,5.275,0.2,30.16,11.38,212.94,2913511.0,45.0
370,5.27,0.19,30.28,11.295,207.19,3423139.0,0.0
369,5.25,0.19,30.36,11.4,214.31,2920362.0,0.0
368,5.28,0.2,30.32,11.39,214.0,2148326.0,0.0
367,5.11,0.166,30.52,11.49,221.07,2810200.0,62.0
366,4.95,0.1685,30.27,11.52,221.8,2499593.0,0.0
365,4.44,0.1794,30.66,11.61,220.01,4394199.0,0.0
364,4.3,0.197,30.59,11.59,217.75,2525196.0,0.0
363,4.33,0.197,30.66,11.585,218.25,2478389.0,0.0
362,4.33,0.17,30.36,11.465,229.64,3986945.0,0.0
361,4.29,0.1755,30.36,11.42,231.61,1949353.0,0.0
360,4.42,0.1965,29.94,11.266,230.26,2591205.0,0.0
359,4.385,0.166,30.17,11.225,237.19,3728562.0,0.0
358,4.36,0.175,29.97,11.33,231.99,2980644.0,0.0
357,4.35,0.167,30.03,11.08,232.71,2937233.0,0.0
356,4.38,0.1673,30.49,11.18,230.38,2572014.0,0.0
355,4.28,0.1821,30.37,11.15,231.13,3140864.0,72.0
354,4.26,0.165,30.19,10.83,226.72,2682259.0,0.0
353,4.7,0.17,30.47,10.46,224.52,3057036.0,0.0
352,4.88,0.18,30.65,10.51,227.07,2070088.0,0.0
351,4.62,0.17,30.26,10.22,217.02,3259114.0,0.0
350,4.64,0.175,30.26,10.29,218.58,2827797.0,0.0
349,4.75,0.175,30.32,10.27,221.09,2241686.0,0.0
348,5.82,0.175,30.98,10.485,234.51,5100443.0,0.0
347,5.81,0.17,30.55,10.23,233.39,3294460.0,0.0
346,6.25,0.175,30.28,10.09,230.46,3008057.0,0.0
345,8.31,0.175,30.4,9.94,232.56,1951581.0,0.0
344,6.42,0.175,30.49,9.91,229.95,1958836.0,0.0
343,6.57,0.165,30.95,10.04,229.7,1551031.0,0.0
342,6.38,0.155,30.83,9.965,230.57,710277.0,0.0
341,5.9,0.12,30.9,10.22,228.95,1900171.0,0.0
340,5.76,0.109,31.28,10.31,237.19,2402438.0,0.0
339,5.76,0.115,31.05,10.21,238.09,3694448.0,0.0
338,6.26,0.1345,31.15,10.13,240.01,2713817.0,0.0
337,6.2,0.1449,30.71,10.02,223.41,6823510.0,0.0
336,5.94,0.14,30.74,10.18,223.43,3185525.0,0.0
335,5.87,0.145,30.25,9.93,219.04,3774353.0,0.0
334,5.66,0.1257,28.97,9.79,215.65,3550704.0,0.0
333,5.75,0.1231,28.45,9.53,211.0,3572360.0,0.0
332,5.69,0.1237,28.58,9.61,207.85,4090843.0,0.0
331,5.56,0.145,28.64,9.59,209.97,3079051.0,0.0
330,5.32,0.1301,28.24,9.335,200.31,4120993.0,0.0
329,5.4,0.1232,29.06,9.4,206.18,6490579.0,0.0
328,5.26,0.1231,28.49,9.045,204.99,5325773.0,0.0
327,4.74,0.123,28.49,9.475,204.72,4031271.0,0.0
326,4.63,0.123,28.0,9.0,198.7,5826110.0,70.0
325,4.85,0.1228,28.59,9.2,199.97,3164424.0,0.0
324,5.19,0.15,28.24,9.49,202.55,3122066.0,0.0
323,5.25,0.135,28.04,9.31,196.38,2695408.0,0.0
322,5.41,0.1319,28.31,9.31,193.56,4956918.0,0.0
321,5.48,0.131,28.0,9.27,188.07,3577353.0,0.0
320,5.47,0.1201,28.21,9.135,189.7,4586328.0,0.0
319,5.67,0.1181,29.1,9.34,191.2,2848929.0,0.0
318,5.54,0.1221,28.64,9.315,196.94,5295685.0,0.0
317,5.33,0.1578,28.24,9.18,182.78,5764817.0,0.0
316,5.44,0.1578,28.67,8.659,173.48,7927640.0,0.0
315,5.5,0.1529,29.18,8.18,175.33,4379442.0,0.0
314,5.18,0.1568,28.54,7.965,162.6,9434495.0,0.0
313,5.06,0.127,28.17,7.8,147.99,9306754.0,0.0
312,5.04,0.1303,28.28,7.475,148.25,8639661.0,0.0
311,4.69,0.158,28.3,7.51,143.67,10104690.0,0.0
310,4.82,0.133,27.45,7.35,150.47,14236900.0,0.0
309,4.8,0.135,28.26,7.35,151.04,7233264.0,0.0
308,4.95,0.136,28.86,7.78,155.17,5561638.0,0.0
307,5.29,0.139,29.34,7.78,168.68,5820264.0,0.0
306,5.29,0.1179,29.08,7.59,166.77,3883107.0,0.0
305,5.1,0.116,29.02,7.64,166.58,2955832.0,75.0
304,4.985,0.15,29.41,7.525,177.74,5055340.0,0.0
303,4.99,0.15,29.22,7.69,177.21,5982993.0,0.0
302,5.08,0.1345,28.96,7.83,179.0,5385369.0,0.0
301,5.41,0.2169,29.23,8.3,187.43,5727008.0,0.0
300,5.1,0.21,29.4,8.355,190.34,6054061.0,0.0
299,5.1,0.2173,29.14,8.39,191.93,4495402.0,0.0
298,5.49,0.2,29.88,8.655,186.35,6695704.0,0.0
297,5.57,0.25,30.18,9.0,188.34,4858631.0,87.0
296,5.27,0.3,30.22,8.87,195.74,4822993.0,0.0
295,5.55,0.3205,30.46,8.89,201.04,6479858.0,0.0
294,5.7,0.33,30.29,8.93,205.29,5331097.0,0.0
293,5.9,0.31,30.06,8.665,202.6,4175498.0,0.0
292,6.02,0.28,30.05,8.72,208.72,3207597.0,72.0
291,6.04,0.3,29.94,8.494,205.18,5191602.0,0.0
290,6.05,0.2556,30.34,8.75,207.5,3339148.0,0.0
289,6.04,0.2556,30.27,8.88,215.15,4062304.0,0.0
288,6.08,0.299,30.28,8.65,218.34,3133230.0,0.0
287,5.96,0.2749,30.17,8.765,221.93,3511873.0,0.0
286,6.65,0.28,30.96,8.87,226.38,3769083.0,0.0
285,6.97,0.296,30.92,9.15,232.74,4704761.0,0.0
284,7.59,0.324,31.09,9.21,238.32,5289014.0,0.0
283,7.21,0.3,31.06,9.03,234.24,4303052.0,0.0
282,6.63,0.3,31.07,8.83,222.58,4936203.0,0.0
281,6.515,0.349,31.11,8.76,227.75,4956604.0,0.0
280,6.47,0.349,31.49,8.88,230.26,3878599.0,0.0
279,6.78,0.3011,31.48,9.04,230.13,4006037.0,0.0
278,6.77,0.345,31.83,9.09,226.89,4025670.0,0.0
277,6.49,0.34,31.79,8.96,229.77,7975638.0,0.0
276,6.11,0.32,31.93,8.21,237.59,15979910.0,92.0
275,6.03,0.3,31.23,8.13,246.99,13381160.0,0.0
274,6.06,0.32,30.98,8.12,255.47,9931470.0,0.0
273,6.19,0.3267,30.9,7.9585,265.42,11695760.0,0.0
272,6.39,0.35,30.63,7.97,257.2,8845567.0,0.0
271,6.5,0.311,30.79,8.37,250.07,7352707.0,0.0
270,6.33,0.3133,30.71,8.42,249.92,9156404.0,0.0
269,6.98,0.3399,30.81,8.66,247.82,5755351.0,0.0
268,6.785,0.3499,30.98,8.975,254.53,4921554.0,0.0
267,6.68,0.37,31.02,9.075,251.86,4129258.0,0.0
266,6.47,0.375,31.03,9.04,254.51,3748593.0,0.0
265,6.47,0.42,31.06,9.02,253.88,4263246.0,0.0
264,6.33,0.48,31.15,9.28,247.37,6351360.0,74.0
263,6.37,0.65,31.15,9.29,249.97,5192343.0,74.0
262,6.43,0.72,30.98,9.32,248.29,2777079.0,0.0
261,6.57,0.7,30.76,9.45,253.75,3783126.0,0.0
260,6.42,0.6999,30.68,9.45,251.82,3665088.0,0.0
259,6.42,0.65,30.9,9.365,253.74,3217779.0,0.0
258,6.36,0.7,30.93,9.34,251.47,3198105.0,0.0
257,6.34,0.71,30.9,9.07,247.71,2515595.0,0.0
256,6.25,0.675,30.75,8.95,240.76,5405164.0,0.0
255,6.06,0.68,30.89,8.65,241.8,3838958.0,0.0
254,5.65,0.7,30.63,8.51,232.32,4296325.0,0.0
253,6.09,0.641,30.07,8.39,222.56,8550004.0,0.0
252,5.8,0.68,29.89,8.47,211.53,11248340.0,0.0
251,5.77,0.6405,30.12,8.61,214.93,5683675.0,0.0
250,6.02,0.625,29.87,8.515,208.92,4772992.0,0.0
249,5.97,0.49,30.48,8.85,208.69,4068053.0,0.0
248,5.75,0.51,30.34,8.75,208.96,5159640.0,0.0
247,5.67,0.3955,30.09,8.74,207.28,3650075.0,0.0
246,5.69,0.4,29.64,8.4,207.61,2820616.0,0.0
245,5.8,0.3699,29.96,8.63,208.29,2945754.0,0.0
244,5.73,0.33,29.71,8.67,204.66,2842028.0,0.0
243,5.66,0.31,29.61,8.765,211.17,5552692.0,0.0
242,5.68,0.2968,29.36,8.74,215.21,6817922.0,0.0
241,5.81,0.4001,29.56,8.75,220.28,8996546.0,97.0
240,6.27,0.38,29.49,8.73,216.22,5096751.0,0.0
239,6.61,0.44,29.85,8.755,217.91,3009327.0,0.0
238,6.58,0.51,30.09,8.99,219.58,3131279.0,0.0
237,6.705,0.44,30.02,8.885,225.12,4066512.0,0.0
236,6.72,0.447,30.12,8.81,223.04,3645792.0,0.0
235,7.0,0.5,30.23,9.235,223.23,2786682.0,0.0
234,7.0,0.4839,30.11,9.17,219.56,2982270.0,98.0
233,6.96,0.45,30.05,9.01,218.96,2017279.0,0.0
232,6.79,0.4101,29.94,8.86,218.99,2226110.0,0.0
231,6.91,0.44,30.12,8.835,220.68,2242634.0,0.0
230,6.59,0.411,30.14,8.94,232.34,6194154.0,0.0
229,6.76,0.38,30.31,9.39,235.52,5965110.0,0.0
228,6.59,0.4,30.24,9.03,229.36,4454222.0,0.0
227,6.62,0.3801,30.04,8.76,218.79,5994548.0,0.0
226,6.54,0.4,29.83,8.525,217.87,4187833.0,0.0
225,6.65,0.42,30.44,8.445,214.96,3575822.0,0.0
224,6.77,0.43,30.59,8.635,217.7,2905002.0,0.0
223,6.82,0.4001,30.64,8.51,217.93,2438692.0,0.0
222,6.92,0.4498,30.6,8.63,215.47,3107734.0,0.0
221,6.94,0.4001,30.83,9.07,219.7,3549768.0,0.0
220,6.88,0.4099,30.94,9.02,219.61,2855619.0,100.0
219,6.55,0.42,30.78,8.9,196.66,23706100.0,0.0
218,6.7,0.41,31.19,9.25,196.4,10098190.0,0.0
217,6.17,0.42,29.82,8.845,193.15,6988949.0,0.0
216,5.9,0.4399,29.32,8.48,198.55,7211823.0,0.0
215,5.96,0.42,29.94,8.52,201.79,6158996.0,0.0
214,5.99,0.391,30.55,8.73,210.19,5987120.0,0.0
213,5.97,0.381,31.48,8.65,212.28,4794440.0,0.0
212,5.84,0.4234,31.49,8.535,216.5,5396030.0,0.0
211,5.58,0.418,31.45,8.62,213.98,5169832.0,0.0
210,5.49,0.415,31.74,8.52,214.44,4910285.0,0.0
209,5.46,0.404,31.82,8.65,215.94,3603385.0,0.0
208,5.61,0.38,32.2,8.8,216.78,4067131.0,0.0
207,5.78,0.4,32.21,9.38,224.78,5369066.0,0.0
206,5.92,0.39,32.26,9.56,224.65,4573875.0,0.0
205,5.73,0.395,32.36,9.402,222.53,3540699.0,0.0
204,5.76,0.39,32.63,9.32,221.53,2657899.0,0.0
203,5.685,0.36,32.88,9.43,220.4,2230821.0,0.0
202,5.76,0.3723,32.91,9.45,226.25,3394588.0,82.0
201,5.88,0.3401,32.93,9.38,225.26,3047535.0,0.0
200,5.99,0.3518,32.78,9.535,228.36,2556119.0,0.0
199,5.98,0.3799,32.59,9.66,220.5,4425756.0,0.0
198,5.87,0.375,32.06,9.77,222.27,2570462.0,0.0
197,5.99,0.35,31.64,9.76,230.01,4479483.0,0.0
196,6.13,0.3401,31.47,9.595,229.51,3427251.0,0.0
195,6.15,0.3488,31.28,9.67,228.49,2887028.0,0.0
194,6.11,0.3681,31.25,9.5,230.61,2415462.0,0.0
193,6.09,0.369,31.14,9.61,234.79,3061574.0,0.0
192,6.18,0.365,31.15,9.28,230.01,4014048.0,0.0
191,6.1,0.365,31.05,9.2,227.2,3928706.0,0.0
190,6.16,0.33,31.13,9.285,225.79,3808747.0,0.0
189,6.08,0.33,31.17,9.54,230.61,4142155.0,0.0
188,6.15,0.3,31.28,9.73,230.03,3190342.0,0.0
187,6.045,0.3296,31.27,9.71,226.16,2259465.0,0.0
186,5.75,0.2605,31.3,9.91,229.08,2199766.0,0.0
185,5.75,0.2999,31.27,9.94,225.65,2336496.0,0.0
184,5.525,0.4,31.29,10.02,224.91,1876959.0,0.0
183,5.4,0.49,31.24,9.89,225.61,1811850.0,0.0
182,5.5,0.47,31.24,9.905,225.59,2017964.0,0.0
181,5.66,0.47,31.19,9.93,223.61,2251115.0,0.0
180,5.6,0.48,31.29,10.28,223.24,1786408.0,0.0
179,5.67,0.47,31.43,10.28,223.51,1699300.0,0.0
178,5.7,0.461,31.25,10.29,225.0,1658616.0,0.0
177,5.68,0.43,31.32,10.375,222.93,2061692.0,0.0
176,5.64,0.42,31.23,10.36,224.84,4747745.0,0.0
175,5.46,0.42,31.22,10.27,222.62,2566947.0,0.0
174,5.285,0.42,31.21,10.14,220.96,1760212.0,0.0
173,5.39,0.39,31.23,10.23,219.99,2238087.0,0.0
172,5.35,0.4301,31.36,10.2,215.2,3261381.0,0.0
171,5.36,0.5,31.37,10.19,211.34,3164222.0,0.0
170,5.36,0.5,31.24,10.33,212.01,3274854.0,0.0
169,5.32,0.5,31.2,10.39,200.77,7932444.0,0.0
168,5.39,0.475,31.29,10.31,197.78,5970154.0,0.0
167,5.4,0.47,31.05,10.295,202.83,4386193.0,0.0
166,5.19,0.51,31.06,10.22,201.71,3637918.0,0.0
165,5.23,0.48,31.04,10.145,197.36,3372293.0,0.0
164,5.11,0.4899,30.11,10.0,194.47,3753734.0,0.0
163,5.02,0.45,30.49,10.15,198.3,3714049.0,0.0
162,4.91,0.42,29.85,9.81,196.05,3583140.0,0.0
161,5.0,0.4001,29.7,9.825,196.41,2256143.0,0.0
160,5.07,0.49,29.75,9.99,200.42,3082942.0,0.0
159,5.12,0.45,29.68,9.82,205.4,3104266.0,0.0
158,5.06,0.4,29.43,9.94,206.34,2298318.0,0.0
157,5.03,0.3903,29.67,9.97,204.64,2408556.0,0.0
156,4.88,0.4149,29.85,10.31,205.22,2631285.0,0.0
155,4.89,0.39,30.04,10.525,206.43,2381600.0,0.0
154,4.87,0.4091,29.89,10.34,207.45,2904125.0,0.0
153,4.85,0.4,29.54,10.135,208.99,2393373.0,0.0
152,4.87,0.4,29.88,10.11,205.81,3367907.0,0.0
151,4.96,0.4022,29.9,10.07,206.27,2079324.0,0.0
150,4.93,0.4001,29.53,10.1,200.7,2714040.0,0.0
149,4.96,0.4112,29.62,10.0,204.03,2581730.0,0.0
148,4.87,0.4,29.64,9.8707,213.7,5989342.0,0.0
147,4.78,0.39,29.5,9.91,211.41,3537953.0,0.0
146,4.82,0.41,29.5,10.105,208.46,1872456.0,0.0
145,4.79,0.42,29.27,10.05,201.0,4697937.0,0.0
144,4.74,0.42,29.08,10.12,196.61,3489480.0,0.0
143,4.71,0.44,28.86,10.14,200.95,3311340.0,0.0
142,4.65,0.41,28.92,10.01,200.1,2326754.0,0.0
141,4.58,0.425,28.9,10.01,201.51,1969099.0,0.0
140,4.55,0.4,28.77,9.97,200.24,2495140.0,0.0
139,4.6,0.38,28.89,10.09,196.51,4265471.0,0.0
138,4.51,0.38,28.85,10.24,193.96,4518331.0,0.0
137,4.57,0.38,28.98,10.38,199.1,5676046.0,0.0
136,4.54,0.384,29.06,10.369,203.56,6966185.0,0.0
135,4.43,0.4,29.07,10.38,199.1,5069410.0,0.0
134,4.56,0.38,28.98,10.44,200.09,2936908.0,0.0
133,4.53,0.378,28.92,10.41,202.76,2747344.0,0.0
132,4.41,0.378,28.65,10.375,202.34,2442118.0,0.0
131,4.44,0.355,28.87,10.26,202.24,5346893.0,0.0
130,4.47,0.36,28.63,9.95,204.01,13070990.0,0.0
129,4.51,0.36,29.22,10.28,199.97,4273456.0,0.0
128,4.51,0.3654,29.1,10.03,197.73,4691320.0,0.0
127,4.57,0.3598,28.88,9.71,190.79,7023674.0,0.0
126,4.44,0.285,28.49,9.74,188.02,4242250.0,0.0
125,4.43,0.29,28.28,9.76,187.42,2644550.0,0.0
124,4.43,0.29,28.44,9.44,190.56,5143915.0,0.0
123,4.455,0.301,29.31,9.56,193.21,3857682.0,0.0
122,4.57,0.32,29.42,9.64,194.94,3252927.0,0.0
121,4.71,0.32,29.63,9.69,190.06,8166447.0,0.0
120,5.0,0.325,30.41,9.51,185.35,6746290.0,0.0
119,5.4,0.3,30.71,9.43,188.56,3987091.0,0.0
118,5.07,0.3,30.51,9.48,181.45,6547913.0,0.0
117,5.31,0.29,30.75,9.5,183.77,3899743.0,0.0
116,5.48,0.2799,30.74,9.43,183.93,3432668.0,0.0
115,5.35,0.2925,30.79,9.537,188.66,4880969.0,0.0
114,5.06,0.28,30.67,9.35,185.02,5206473.0,68.0
113,4.83,0.2625,30.87,9.4,184.52,4355872.0,0.0
112,4.91,0.2275,31.18,9.39,191.17,5601238.0,0.0
111,4.68,0.239,31.34,9.345,193.14,4890285.0,0.0
110,4.43,0.2005,31.44,9.755,196.65,2366098.0,0.0
109,4.29,0.22,31.25,9.76,196.12,4521082.0,50.0
108,4.28,0.22,31.05,10.12,189.57,4435312.0,100.0
107,4.34,0.24,30.76,10.38,189.4,3544891.0,0.0
106,4.26,0.2547,31.39,10.39,181.88,5119105.0,0.0
105,4.25,0.26,31.34,10.58,181.47,4040201.0,0.0
104,4.26,0.27,31.11,10.695,186.8,4069480.0,0.0
103,4.36,0.28,31.17,10.92,185.85,3389365.0,0.0
102,4.29,0.2698,31.6,11.24,193.15,5457071.0,0.0
101,4.02,0.2665,31.53,11.29,192.29,3193684.0,0.0
100,4.075,0.28,31.78,11.27,192.18,2720937.0,0.0
99,4.1,0.289,31.86,11.08,192.43,2436428.0,0.0
98,4.29,0.245,31.74,11.25,198.15,6819322.0,0.0
97,4.08,0.26,31.5,11.24,198.69,4147314.0,0.0
96,4.42,0.2451,31.26,11.195,197.58,3218653.0,0.0
95,4.2,0.215,31.75,11.005,202.49,3795444.0,0.0
94,4.31,0.215,31.92,11.01,202.73,3486937.0,0.0
93,4.2,0.2151,32.25,10.86,208.79,4684269.0,61.0
92,4.38,0.22,32.13,10.64,207.7,5206143.0,0.0
91,4.37,0.21,31.82,10.585,208.45,3108427.0,0.0
90,4.28,0.15,31.88,10.615,213.34,4668263.0,0.0
89,4.26,0.15,31.9,10.445,219.53,5913335.0,50.0
88,4.18,0.15,31.7,10.38,219.74,3778544.0,0.0
87,4.02,0.1499,31.71,10.24,214.68,4043086.0,0.0
86,4.25,0.1375,31.6,10.16,213.69,4641288.0,0.0
85,4.16,0.17,31.69,10.29,216.99,5901494.0,0.0
84,4.0,0.158,31.7,10.49,226.99,11204560.0,0.0
83,4.07,0.16,31.52,10.56,226.75,5908927.0,0.0
82,4.105,0.16,31.61,10.51,229.01,5524153.0,0.0
81,4.33,0.1705,31.46,10.505,231.28,3972716.0,49.0
80,4.52,0.1701,31.37,10.47,229.87,3658981.0,0.0
79,4.49,0.178,31.47,10.555,229.73,3649910.0,0.0
78,4.195,0.1759,31.39,10.668,229.59,3787547.0,0.0
77,4.33,0.1862,31.36,10.65,237.75,6085610.0,0.0
76,4.18,0.19,31.27,10.6,235.58,4614731.0,0.0
75,4.3,0.1845,31.23,10.475,238.36,3767272.0,0.0
74,4.13,0.1899,31.21,10.415,243.76,7717244.0,0.0
73,4.26,0.1845,30.53,10.585,244.73,4199720.0,0.0
72,4.11,0.18,29.75,10.58,248.92,6262097.0,0.0
71,5.83,0.2001,30.0,10.59,254.61,4958144.0,0.0
70,5.38,0.215,30.37,10.63,254.47,5145301.0,0.0
69,5.5,0.21,30.32,10.65,252.51,3143717.0,0.0
68,5.4,0.21,30.01,10.59,252.95,3161774.0,0.0
67,5.4,0.2099,29.96,10.54,250.63,3798638.0,0.0
66,5.4,0.205,29.7,10.47,251.93,4112013.0,0.0
65,5.51,0.2,29.69,10.505,249.24,3953105.0,0.0
64,5.56,0.1979,29.68,10.88,251.55,2498799.0,0.0
63,5.49,0.2,29.7,10.465,251.33,2185230.0,0.0
62,5.97,0.21,29.66,10.55,257.77,3557600.0,0.0
61,5.97,0.21,29.56,10.55,257.48,4244063.0,0.0
60,5.76,0.22,29.43,10.665,262.08,3912428.0,0.0
59,5.55,0.205,29.59,10.57,269.2,7812600.0,0.0
58,5.89,0.21,29.72,10.777,269.23,3618336.0,0.0
57,6.22,0.22,30.04,10.99,280.6,7023072.0,0.0
56,6.32,0.2095,30.28,11.0,280.98,7341450.0,0.0
55,6.43,0.2199,30.35,11.16,279.76,4943879.0,0.0
54,6.23,0.22,30.45,11.17,268.95,7063860.0,0.0
53,6.5,0.2021,30.37,11.08,272.23,6251469.0,0.0
52,6.6,0.22,30.52,11.125,277.39,5647575.0,0.0
51,6.44,0.2189,30.33,11.135,273.51,8537811.0,0.0
50,6.24,0.2125,30.02,11.185,255.99,14877090.0,0.0
49,6.48,0.2,30.19,11.17,257.0,8166869.0,0.0
48,6.26,0.218,29.94,10.98,246.23,11450160.0,0.0
47,6.28,0.21,29.81,10.98,249.99,6073890.0,0.0
46,6.48,0.22,30.19,11.295,250.02,4804963.0,0.0
45,6.27,0.2,30.19,11.135,250.48,3345751.0,0.0
44,6.12,0.198,30.12,11.14,251.57,2925481.0,0.0
43,5.95,0.195,30.0,10.97,251.21,3353601.0,0.0
42,5.89,0.1888,29.86,10.99,248.59,3452587.0,53.0
41,5.76,0.195,29.8,11.024,246.87,3726746.0,0.0
40,5.75,0.191,29.66,11.14,244.9,3876494.0,50.0
39,5.64,0.2001,30.28,11.18,243.69,3062785.0,0.0
38,5.7,0.2051,29.86,11.315,246.17,3011280.0,0.0
37,5.72,0.2069,29.54,11.09,258.0,7581719.0,0.0
36,5.55,0.2,29.76,11.19,255.73,5233365.0,0.0
35,5.75,0.1901,29.75,11.158,262.05,7127180.0,0.0
34,5.75,0.2006,29.88,11.14,261.5,6491018.0,0.0
33,5.65,0.2,29.74,11.125,261.92,3601616.0,0.0
32,5.57,0.19,29.39,10.925,250.68,6901555.0,0.0
31,5.58,0.1804,29.53,10.91,255.01,4056735.0,0.0
30,5.57,0.19,29.62,10.85,254.78,3309844.0,0.0
29,5.59,0.185,29.72,10.78,263.16,5637668.0,0.0
28,5.6,0.1875,29.44,10.96,270.22,6221361.0,0.0
27,5.37,0.18,29.62,11.13,277.45,7978665.0,0.0
26,5.49,0.19,29.68,11.395,277.38,3672526.0,0.0
25,5.47,0.175,29.87,11.435,277.92,4141437.0,0.0
24,5.5,0.1701,29.8,11.4,278.3,3293698.0,0.0
23,5.38,0.165,29.88,11.49,298.52,13864850.0,0.0
22,5.37,0.17,30.02,11.52,303.7,10108230.0,0.0
21,5.22,0.175,29.97,11.45,295.0,7858565.0,0.0
20,5.27,0.17,29.93,11.33,298.7,5517731.0,0.0
19,5.35,0.1602,29.99,11.42,302.54,4566632.0,0.0
18,5.48,0.16,30.01,11.465,312.39,7653623.0,0.0
17,5.43,0.164,30.04,11.485,308.71,5718053.0,0.0
16,5.41,0.1603,29.77,11.46,296.84,6043648.0,0.0
15,5.26,0.17,29.56,11.22,304.0,9275682.0,0.0
14,5.18,0.165,29.64,11.32,301.44,4128067.0,0.0
13,5.28,0.1607,29.84,11.303,300.25,3034225.0,0.0
12,5.3,0.16,30.0,11.43,305.52,3891145.0,0.0
11,5.43,0.17,30.27,11.545,302.51,6145961.0,0.0
10,5.36,0.192,29.55,11.65,305.6,4501958.0,0.0
9,5.55,0.185,29.55,11.98,308.03,5077771.0,0.0
8,5.5,0.17,29.45,12.2,313.79,6734162.0,0.0
7,6.11,0.17,29.26,12.2,310.17,4683131.0,0.0
6,6.6,0.175,29.08,12.15,308.63,3462663.0,0.0
5,7.04,0.175,28.99,12.01,314.07,4496659.0,0.0
4,7.45,0.19,28.94,12.05,322.83,8819888.0,0.0
3,6.88,0.1908,28.99,12.03,318.89,5316551.0,0.0
2,7.13,0.18,29.23,12.055,311.02,6879259.0,0.0
1,7.14,0.19,29.2,12.06,295.46,14135990.0,0.0
0,7.23,0.1745,29.22,12.1,308.35,8117449.0,0.0
